Invoice_ID,Invoice_Date,Customer_Name,Invoice_Type,Contract_ID,Contract_Status,Contract_End_Date,Amount,Status,Notes
INV04513,2024-02-09,ABC Corp,Auto,,No Contract,,32084,Overdue,Recurring billing
INV04514,2024-02-11,LMN Pvt,Manual,,No Contract,,60203,Paid,Adjustment entry
INV04515,2024-01-17,GHI Corp,Auto,,No Contract,,98388,Overdue,High value client
INV04516,2024-02-01,PQR Inc,Auto,CON347,Expiring,2024-03-31 00:00:00,78960,Pending,Late payment expected
INV04517,2024-03-15,GHI Corp,Manual,CON966,Expired,2024-03-15 00:00:00,77879,Overdue,Contract billing
INV04518,2024-02-05,PQR Inc,Manual,CON143,Expired,2024-03-15 00:00:00,95934,Pending,Adjustment entry
INV04519,2024-03-06,GHI Corp,Auto,,No Contract,,70495,Paid,Adjustment entry
INV04520,2024-01-18,DEF Ltd,Auto,CON557,Expiring,2024-03-31 00:00:00,59266,Paid,Auto-generated from system
INV04521,2024-03-03,ABC Corp,Auto,CON421,Expired,2024-03-15 00:00:00,73412,Pending,Contract billing
INV04522,2024-01-19,XYZ Ltd,Manual,,No Contract,,78155,Paid,Contract billing
INV04523,2024-01-30,DEF Ltd,Auto,CON831,Expiring,2024-03-31 00:00:00,37224,Overdue,Late payment expected
INV04524,2024-02-25,ABC Corp,Manual,,No Contract,,24262,Paid,Recurring billing
INV04525,2024-01-24,ABC Corp,Manual,CON622,Expiring,2024-03-31 00:00:00,98379,Paid,High value client
INV04526,2024-01-25,PQR Inc,Auto,CON734,Expired,2024-03-15 00:00:00,74947,Overdue,Manual invoice for adhoc work
INV04527,2024-03-21,PQR Inc,Manual,CON930,Active,2024-12-31 00:00:00,88596,Paid,Late payment expected
INV04528,2024-03-03,LMN Pvt,Manual,CON618,Expiring,2024-03-31 00:00:00,92381,Overdue,Urgent invoice
INV04529,2024-01-18,PQR Inc,Manual,CON804,Active,2024-12-31 00:00:00,14697,Overdue,Late payment expected
INV04530,2024-03-22,GHI Corp,Manual,CON418,Expiring,2024-03-31 00:00:00,49648,Pending,Manual invoice for adhoc work
INV04531,2024-01-08,GHI Corp,Auto,CON620,Active,2024-12-31 00:00:00,85450,Paid,High value client
INV04532,2024-03-07,XYZ Ltd,Manual,CON962,Expiring,2024-03-31 00:00:00,43532,Overdue,Adjustment entry
INV04533,2024-01-05,LMN Pvt,Manual,CON615,Expired,2024-03-15 00:00:00,10145,Pending,Urgent invoice
INV04534,2024-01-31,XYZ Ltd,Manual,CON701,Active,2024-12-31 00:00:00,29713,Pending,Adjustment entry
INV04535,2024-01-26,PQR Inc,Auto,CON336,Expiring,2024-03-31 00:00:00,21631,Paid,Urgent invoice
INV04536,2024-02-26,GHI Corp,Auto,CON218,Expired,2024-03-15 00:00:00,55923,Paid,Recurring billing
INV04537,2024-01-02,PQR Inc,Auto,CON598,Expiring,2024-03-31 00:00:00,44118,Pending,Auto-generated from system
INV04538,2024-03-18,ABC Corp,Auto,,No Contract,,32161,Overdue,Recurring billing
INV04539,2024-02-18,LMN Pvt,Manual,,No Contract,,82022,Overdue,Manual invoice for adhoc work
INV04540,2024-03-20,PQR Inc,Manual,CON596,Expiring,2024-03-31 00:00:00,90109,Overdue,High value client
INV04541,2024-03-17,PQR Inc,Manual,CON539,Active,2024-12-31 00:00:00,33808,Overdue,Recurring billing
INV04542,2024-02-17,GHI Corp,Auto,CON689,Active,2024-12-31 00:00:00,88776,Overdue,Urgent invoice
INV04543,2024-01-19,LMN Pvt,Auto,CON672,Expired,2024-03-15 00:00:00,41101,Paid,Adjustment entry
INV04544,2024-02-13,DEF Ltd,Auto,CON143,Expiring,2024-03-31 00:00:00,98794,Overdue,Auto-generated from system
INV04545,2024-03-19,LMN Pvt,Auto,CON396,Active,2024-12-31 00:00:00,33016,Overdue,Contract billing
INV04546,2024-01-02,LMN Pvt,Auto,CON306,Active,2024-12-31 00:00:00,27087,Overdue,Adjustment entry
INV04547,2024-02-19,LMN Pvt,Manual,CON815,Expiring,2024-03-31 00:00:00,44349,Pending,High value client
INV04548,2024-01-05,XYZ Ltd,Manual,CON613,Active,2024-12-31 00:00:00,82447,Paid,Contract billing
INV04549,2024-03-11,ABC Corp,Auto,,No Contract,,46299,Overdue,Late payment expected
INV04550,2024-02-24,PQR Inc,Auto,CON510,Expired,2024-03-15 00:00:00,33302,Pending,Contract billing
INV04551,2024-02-02,LMN Pvt,Manual,CON971,Active,2024-12-31 00:00:00,41314,Overdue,Contract billing
INV04552,2024-01-27,PQR Inc,Auto,CON169,Expiring,2024-03-31 00:00:00,13659,Pending,Recurring billing
INV04553,2024-02-08,LMN Pvt,Manual,,No Contract,,96851,Overdue,Manual invoice for adhoc work
INV04554,2024-02-07,ABC Corp,Manual,CON882,Expired,2024-03-15 00:00:00,52293,Pending,Adjustment entry
INV04555,2024-02-03,XYZ Ltd,Auto,,No Contract,,76856,Overdue,Manual invoice for adhoc work
INV04556,2024-03-06,PQR Inc,Auto,CON661,Expired,2024-03-15 00:00:00,49330,Pending,Urgent invoice
INV04557,2024-03-19,PQR Inc,Manual,CON358,Active,2024-12-31 00:00:00,11722,Paid,Auto-generated from system
INV04558,2024-01-27,DEF Ltd,Manual,,No Contract,,45118,Pending,Urgent invoice
INV04559,2024-01-03,LMN Pvt,Manual,CON157,Expiring,2024-03-31 00:00:00,87806,Pending,Urgent invoice
INV04560,2024-03-01,ABC Corp,Auto,,No Contract,,97868,Overdue,Late payment expected
INV04561,2024-03-15,PQR Inc,Auto,CON282,Expired,2024-03-15 00:00:00,28444,Overdue,Late payment expected
INV04562,2024-01-21,LMN Pvt,Auto,CON777,Expired,2024-03-15 00:00:00,67239,Pending,Recurring billing
INV04563,2024-03-16,DEF Ltd,Manual,CON696,Active,2024-12-31 00:00:00,36269,Pending,Manual invoice for adhoc work
INV04564,2024-03-03,XYZ Ltd,Auto,CON894,Expiring,2024-03-31 00:00:00,89226,Paid,Late payment expected
INV04565,2024-01-24,GHI Corp,Manual,,No Contract,,81160,Overdue,Contract billing
INV04566,2024-01-16,LMN Pvt,Manual,,No Contract,,30442,Paid,Adjustment entry
INV04567,2024-03-17,DEF Ltd,Auto,CON872,Expired,2024-03-15 00:00:00,50747,Overdue,Auto-generated from system
INV04568,2024-01-21,LMN Pvt,Manual,CON379,Expired,2024-03-15 00:00:00,98209,Overdue,High value client
INV04569,2024-02-23,XYZ Ltd,Manual,CON571,Expired,2024-03-15 00:00:00,46160,Overdue,Manual invoice for adhoc work
INV04570,2024-02-29,LMN Pvt,Manual,CON760,Expired,2024-03-15 00:00:00,90747,Paid,Contract billing
INV04571,2024-03-10,GHI Corp,Manual,CON889,Expiring,2024-03-31 00:00:00,41501,Pending,Recurring billing
INV04572,2024-01-26,GHI Corp,Auto,CON886,Expiring,2024-03-31 00:00:00,30520,Pending,High value client
INV04573,2024-01-03,PQR Inc,Auto,CON777,Expiring,2024-03-31 00:00:00,46706,Pending,Urgent invoice
INV04574,2024-01-17,XYZ Ltd,Manual,CON184,Expiring,2024-03-31 00:00:00,47939,Overdue,Recurring billing
INV04575,2024-02-08,ABC Corp,Auto,,No Contract,,78393,Pending,Adjustment entry
INV04576,2024-03-08,ABC Corp,Auto,CON284,Active,2024-12-31 00:00:00,91254,Pending,Auto-generated from system
INV04577,2024-02-22,ABC Corp,Manual,CON602,Expiring,2024-03-31 00:00:00,83702,Paid,Late payment expected
INV04578,2024-02-29,ABC Corp,Auto,,No Contract,,58068,Pending,Adjustment entry
INV04579,2024-01-24,GHI Corp,Auto,CON370,Active,2024-12-31 00:00:00,47988,Pending,Contract billing
INV04580,2024-02-22,XYZ Ltd,Auto,CON339,Expiring,2024-03-31 00:00:00,84088,Pending,Contract billing
INV04581,2024-03-01,DEF Ltd,Manual,CON710,Active,2024-12-31 00:00:00,43094,Paid,Manual invoice for adhoc work
INV04582,2024-02-11,XYZ Ltd,Auto,,No Contract,,61116,Pending,Late payment expected
INV04583,2024-03-30,LMN Pvt,Manual,CON870,Active,2024-12-31 00:00:00,72904,Pending,High value client
INV04584,2024-01-22,GHI Corp,Auto,,No Contract,,99621,Pending,Contract billing
INV04585,2024-02-18,LMN Pvt,Manual,CON462,Active,2024-12-31 00:00:00,82247,Pending,Late payment expected
INV04586,2024-03-21,PQR Inc,Manual,,No Contract,,66144,Overdue,Manual invoice for adhoc work
INV04587,2024-03-30,LMN Pvt,Manual,CON574,Active,2024-12-31 00:00:00,61604,Pending,Late payment expected
INV04588,2024-03-11,PQR Inc,Manual,,No Contract,,13340,Paid,Auto-generated from system
INV04589,2024-01-05,DEF Ltd,Manual,CON493,Expiring,2024-03-31 00:00:00,39672,Pending,High value client
INV04590,2024-01-16,PQR Inc,Manual,CON285,Expired,2024-03-15 00:00:00,85762,Paid,Adjustment entry
INV04591,2024-02-22,DEF Ltd,Manual,CON486,Expiring,2024-03-31 00:00:00,85302,Paid,Recurring billing
INV04592,2024-02-22,LMN Pvt,Manual,CON889,Expiring,2024-03-31 00:00:00,21571,Paid,Recurring billing
INV04593,2024-03-26,ABC Corp,Auto,,No Contract,,54489,Pending,High value client
INV04594,2024-03-26,GHI Corp,Manual,CON401,Expired,2024-03-15 00:00:00,92578,Pending,Recurring billing
INV04595,2024-03-19,GHI Corp,Manual,CON551,Active,2024-12-31 00:00:00,96501,Overdue,High value client
INV04596,2024-02-08,ABC Corp,Manual,CON100,Expired,2024-03-15 00:00:00,77720,Overdue,Contract billing
INV04597,2024-01-26,PQR Inc,Auto,CON324,Active,2024-12-31 00:00:00,72438,Pending,Manual invoice for adhoc work
INV04598,2024-03-05,DEF Ltd,Manual,CON680,Expiring,2024-03-31 00:00:00,21981,Pending,Adjustment entry
INV04599,2024-03-15,LMN Pvt,Auto,CON810,Active,2024-12-31 00:00:00,47853,Overdue,Late payment expected
INV04600,2024-03-18,LMN Pvt,Auto,CON657,Expiring,2024-03-31 00:00:00,59092,Paid,Urgent invoice
INV04601,2024-03-07,DEF Ltd,Manual,CON151,Expiring,2024-03-31 00:00:00,59573,Overdue,Late payment expected
INV04602,2024-03-05,LMN Pvt,Manual,CON473,Expired,2024-03-15 00:00:00,41848,Overdue,Manual invoice for adhoc work
INV04603,2024-03-20,DEF Ltd,Auto,,No Contract,,26921,Pending,Contract billing
INV04604,2024-03-25,ABC Corp,Auto,CON227,Active,2024-12-31 00:00:00,44961,Overdue,Recurring billing
INV04605,2024-03-10,PQR Inc,Auto,,No Contract,,62175,Paid,Late payment expected
INV04606,2024-03-23,DEF Ltd,Manual,,No Contract,,90366,Overdue,High value client
INV04607,2024-03-29,PQR Inc,Manual,CON328,Expired,2024-03-15 00:00:00,42076,Overdue,Contract billing
INV04608,2024-02-18,PQR Inc,Manual,CON510,Expired,2024-03-15 00:00:00,19486,Overdue,Adjustment entry
INV04609,2024-03-30,DEF Ltd,Manual,CON503,Expiring,2024-03-31 00:00:00,30233,Pending,Contract billing
INV04610,2024-02-21,DEF Ltd,Manual,CON382,Expiring,2024-03-31 00:00:00,79987,Pending,Urgent invoice
INV04611,2024-02-28,DEF Ltd,Manual,CON880,Active,2024-12-31 00:00:00,80325,Paid,Recurring billing
INV04612,2024-02-21,ABC Corp,Manual,CON946,Expired,2024-03-15 00:00:00,38381,Overdue,Manual invoice for adhoc work
INV04613,2024-03-30,ABC Corp,Auto,,No Contract,,45383,Paid,Late payment expected
INV04614,2024-01-09,ABC Corp,Auto,CON633,Expired,2024-03-15 00:00:00,94901,Overdue,Urgent invoice
INV04615,2024-03-12,PQR Inc,Auto,CON391,Expiring,2024-03-31 00:00:00,56889,Overdue,Urgent invoice
INV04616,2024-01-13,GHI Corp,Auto,CON407,Active,2024-12-31 00:00:00,71295,Pending,Urgent invoice
INV04617,2024-03-27,GHI Corp,Auto,CON741,Expired,2024-03-15 00:00:00,16813,Overdue,Manual invoice for adhoc work
INV04618,2024-03-05,GHI Corp,Manual,CON516,Active,2024-12-31 00:00:00,11237,Pending,Manual invoice for adhoc work
INV04619,2024-01-24,DEF Ltd,Auto,CON122,Expiring,2024-03-31 00:00:00,38250,Overdue,Contract billing
INV04620,2024-01-10,XYZ Ltd,Manual,CON960,Expiring,2024-03-31 00:00:00,32865,Overdue,High value client
INV04621,2024-01-27,XYZ Ltd,Manual,,No Contract,,71752,Pending,Recurring billing
INV04622,2024-01-29,GHI Corp,Auto,CON493,Expired,2024-03-15 00:00:00,61419,Paid,Late payment expected
INV04623,2024-03-11,GHI Corp,Auto,CON239,Expiring,2024-03-31 00:00:00,78237,Paid,Contract billing
INV04624,2024-02-18,XYZ Ltd,Auto,CON195,Expiring,2024-03-31 00:00:00,71855,Paid,High value client
INV04625,2024-01-20,ABC Corp,Manual,CON713,Active,2024-12-31 00:00:00,43385,Pending,Adjustment entry
INV04626,2024-01-08,LMN Pvt,Auto,CON450,Expired,2024-03-15 00:00:00,55373,Overdue,High value client
INV04627,2024-02-27,GHI Corp,Auto,CON107,Expired,2024-03-15 00:00:00,92847,Paid,Late payment expected
INV04628,2024-01-02,ABC Corp,Manual,CON814,Active,2024-12-31 00:00:00,14953,Overdue,Late payment expected
INV04629,2024-01-29,ABC Corp,Manual,CON723,Expiring,2024-03-31 00:00:00,68737,Paid,Recurring billing
INV04630,2024-03-25,GHI Corp,Manual,CON403,Expired,2024-03-15 00:00:00,11403,Pending,High value client
INV04631,2024-03-05,XYZ Ltd,Auto,CON575,Expiring,2024-03-31 00:00:00,35553,Paid,High value client
INV04632,2024-03-01,LMN Pvt,Manual,CON542,Expiring,2024-03-31 00:00:00,50482,Pending,Recurring billing
INV04633,2024-03-27,GHI Corp,Manual,CON763,Expiring,2024-03-31 00:00:00,52446,Pending,Contract billing
INV04634,2024-03-10,ABC Corp,Auto,,No Contract,,85076,Overdue,Recurring billing
INV04635,2024-01-05,PQR Inc,Auto,CON415,Expired,2024-03-15 00:00:00,59884,Overdue,Contract billing
INV04636,2024-02-19,LMN Pvt,Auto,CON499,Expiring,2024-03-31 00:00:00,17179,Overdue,Recurring billing
INV04637,2024-02-02,DEF Ltd,Manual,CON407,Active,2024-12-31 00:00:00,98688,Overdue,Contract billing
INV04638,2024-03-23,ABC Corp,Manual,CON972,Active,2024-12-31 00:00:00,94360,Paid,High value client
INV04639,2024-01-30,GHI Corp,Manual,,No Contract,,91624,Pending,Recurring billing
INV04640,2024-03-03,LMN Pvt,Auto,,No Contract,,77173,Paid,High value client
INV04641,2024-03-02,DEF Ltd,Auto,CON559,Active,2024-12-31 00:00:00,68321,Pending,High value client
INV04642,2024-01-17,LMN Pvt,Auto,CON194,Active,2024-12-31 00:00:00,69397,Overdue,Adjustment entry
INV04643,2024-02-05,LMN Pvt,Auto,CON959,Expired,2024-03-15 00:00:00,99292,Overdue,Recurring billing
INV04644,2024-02-09,XYZ Ltd,Auto,,No Contract,,28918,Paid,Auto-generated from system
INV04645,2024-03-21,LMN Pvt,Manual,CON522,Expiring,2024-03-31 00:00:00,77253,Overdue,Late payment expected
INV04646,2024-01-26,PQR Inc,Auto,CON330,Expired,2024-03-15 00:00:00,72963,Pending,Auto-generated from system
INV04647,2024-01-11,DEF Ltd,Auto,,No Contract,,20346,Paid,Contract billing
INV04648,2024-03-01,PQR Inc,Auto,,No Contract,,69786,Paid,Manual invoice for adhoc work
INV04649,2024-02-12,ABC Corp,Manual,CON672,Expiring,2024-03-31 00:00:00,45812,Paid,Recurring billing
INV04650,2024-01-12,XYZ Ltd,Auto,CON274,Expired,2024-03-15 00:00:00,41090,Pending,Manual invoice for adhoc work
INV04651,2024-03-16,XYZ Ltd,Auto,CON181,Expired,2024-03-15 00:00:00,44398,Paid,Urgent invoice
INV04652,2024-02-21,XYZ Ltd,Auto,CON106,Expiring,2024-03-31 00:00:00,56113,Overdue,Urgent invoice
INV04653,2024-01-10,XYZ Ltd,Manual,CON781,Expired,2024-03-15 00:00:00,79131,Overdue,Late payment expected
INV04654,2024-02-03,ABC Corp,Manual,CON836,Expired,2024-03-15 00:00:00,46944,Pending,Auto-generated from system
INV04655,2024-01-07,GHI Corp,Manual,CON125,Expired,2024-03-15 00:00:00,65153,Pending,Adjustment entry
INV04656,2024-02-16,GHI Corp,Manual,,No Contract,,94145,Paid,Urgent invoice
INV04657,2024-01-30,PQR Inc,Manual,CON862,Expired,2024-03-15 00:00:00,15041,Overdue,High value client
INV04658,2024-02-15,LMN Pvt,Auto,CON235,Expiring,2024-03-31 00:00:00,11136,Overdue,Recurring billing
INV04659,2024-02-19,DEF Ltd,Manual,,No Contract,,28638,Overdue,Adjustment entry
INV04660,2024-03-03,XYZ Ltd,Manual,CON936,Expiring,2024-03-31 00:00:00,33753,Overdue,High value client
INV04661,2024-01-04,PQR Inc,Manual,CON510,Expired,2024-03-15 00:00:00,95108,Pending,Urgent invoice
INV04662,2024-03-24,LMN Pvt,Auto,,No Contract,,19407,Paid,Recurring billing
INV04663,2024-01-29,DEF Ltd,Manual,,No Contract,,15259,Paid,Adjustment entry
INV04664,2024-02-03,GHI Corp,Manual,CON515,Active,2024-12-31 00:00:00,42121,Pending,Manual invoice for adhoc work
INV04665,2024-01-29,LMN Pvt,Manual,,No Contract,,68879,Paid,High value client
INV04666,2024-02-27,ABC Corp,Manual,,No Contract,,82922,Pending,Auto-generated from system
INV04667,2024-03-12,DEF Ltd,Auto,CON179,Active,2024-12-31 00:00:00,55192,Paid,High value client
INV04668,2024-03-04,DEF Ltd,Auto,,No Contract,,22188,Pending,Contract billing
INV04669,2024-02-15,LMN Pvt,Manual,,No Contract,,52849,Paid,Contract billing
INV04670,2024-02-21,XYZ Ltd,Auto,CON175,Expired,2024-03-15 00:00:00,66470,Paid,Contract billing
INV04671,2024-02-06,PQR Inc,Auto,,No Contract,,44411,Pending,Urgent invoice
INV04672,2024-01-07,ABC Corp,Manual,CON888,Expired,2024-03-15 00:00:00,70722,Paid,High value client
INV04673,2024-01-13,DEF Ltd,Auto,CON213,Active,2024-12-31 00:00:00,70312,Paid,Auto-generated from system
INV04674,2024-01-13,DEF Ltd,Manual,CON604,Active,2024-12-31 00:00:00,95265,Pending,Adjustment entry
INV04675,2024-03-02,PQR Inc,Auto,,No Contract,,32280,Overdue,Adjustment entry
INV04676,2024-01-28,DEF Ltd,Auto,CON667,Active,2024-12-31 00:00:00,79066,Pending,Contract billing
INV04677,2024-02-25,ABC Corp,Auto,CON857,Expired,2024-03-15 00:00:00,70475,Overdue,Manual invoice for adhoc work
INV04678,2024-01-01,GHI Corp,Auto,CON591,Expiring,2024-03-31 00:00:00,63751,Overdue,Manual invoice for adhoc work
INV04679,2024-01-24,PQR Inc,Auto,,No Contract,,79524,Paid,Urgent invoice
INV04680,2024-02-07,ABC Corp,Manual,,No Contract,,16470,Pending,High value client
INV04681,2024-02-13,XYZ Ltd,Manual,CON957,Expiring,2024-03-31 00:00:00,31996,Overdue,High value client
INV04682,2024-03-13,XYZ Ltd,Auto,CON104,Expired,2024-03-15 00:00:00,42331,Overdue,Adjustment entry
INV04683,2024-01-16,LMN Pvt,Auto,CON216,Expired,2024-03-15 00:00:00,88682,Pending,Recurring billing
INV04684,2024-03-04,ABC Corp,Auto,CON169,Expired,2024-03-15 00:00:00,28390,Paid,Auto-generated from system
INV04685,2024-03-19,ABC Corp,Auto,CON107,Expired,2024-03-15 00:00:00,10010,Paid,Recurring billing
INV04686,2024-01-27,GHI Corp,Auto,CON923,Active,2024-12-31 00:00:00,47985,Overdue,Recurring billing
INV04687,2024-02-26,DEF Ltd,Auto,CON330,Active,2024-12-31 00:00:00,20864,Overdue,Auto-generated from system
INV04688,2024-02-13,DEF Ltd,Auto,CON210,Expired,2024-03-15 00:00:00,29841,Pending,Auto-generated from system
INV04689,2024-01-15,PQR Inc,Manual,,No Contract,,97426,Overdue,Contract billing
INV04690,2024-02-24,DEF Ltd,Manual,CON312,Expired,2024-03-15 00:00:00,39836,Paid,Urgent invoice
INV04691,2024-02-06,GHI Corp,Auto,CON982,Active,2024-12-31 00:00:00,27196,Overdue,Recurring billing
INV04692,2024-03-04,ABC Corp,Auto,CON606,Active,2024-12-31 00:00:00,78904,Overdue,Adjustment entry
INV04693,2024-03-25,XYZ Ltd,Auto,CON969,Active,2024-12-31 00:00:00,41157,Paid,Adjustment entry
INV04694,2024-01-29,ABC Corp,Auto,CON201,Expired,2024-03-15 00:00:00,16746,Overdue,Manual invoice for adhoc work
INV04695,2024-01-05,ABC Corp,Auto,CON329,Active,2024-12-31 00:00:00,15233,Paid,High value client
INV04696,2024-02-03,DEF Ltd,Manual,,No Contract,,20381,Overdue,Late payment expected
INV04697,2024-01-29,XYZ Ltd,Manual,CON623,Expired,2024-03-15 00:00:00,65859,Pending,Auto-generated from system
INV04698,2024-01-02,ABC Corp,Auto,CON831,Expired,2024-03-15 00:00:00,70833,Pending,Contract billing
INV04699,2024-02-19,DEF Ltd,Manual,CON444,Expiring,2024-03-31 00:00:00,43744,Overdue,Late payment expected
INV04700,2024-01-14,DEF Ltd,Manual,CON641,Active,2024-12-31 00:00:00,77085,Pending,Contract billing
INV04701,2024-01-17,GHI Corp,Manual,CON505,Active,2024-12-31 00:00:00,18351,Overdue,Auto-generated from system
INV04702,2024-03-20,GHI Corp,Manual,,No Contract,,66108,Overdue,Urgent invoice
INV04703,2024-03-05,ABC Corp,Manual,,No Contract,,95036,Pending,Contract billing
INV04704,2024-01-17,ABC Corp,Manual,CON503,Expiring,2024-03-31 00:00:00,70411,Overdue,Adjustment entry
INV04705,2024-01-04,XYZ Ltd,Manual,CON670,Expiring,2024-03-31 00:00:00,52241,Pending,Manual invoice for adhoc work
INV04706,2024-02-19,ABC Corp,Auto,CON116,Expired,2024-03-15 00:00:00,25344,Pending,Recurring billing
INV04707,2024-03-10,PQR Inc,Auto,CON809,Active,2024-12-31 00:00:00,36354,Pending,Adjustment entry
INV04708,2024-02-04,XYZ Ltd,Manual,,No Contract,,69967,Paid,Manual invoice for adhoc work
INV04709,2024-01-09,DEF Ltd,Auto,,No Contract,,15830,Pending,Adjustment entry
INV04710,2024-03-23,DEF Ltd,Auto,CON848,Active,2024-12-31 00:00:00,56775,Pending,Contract billing
INV04711,2024-01-15,XYZ Ltd,Manual,CON718,Active,2024-12-31 00:00:00,87300,Pending,Contract billing
INV04712,2024-01-16,LMN Pvt,Manual,,No Contract,,30342,Paid,Adjustment entry
INV04713,2024-01-05,LMN Pvt,Auto,,No Contract,,89588,Paid,Auto-generated from system
INV04714,2024-03-03,XYZ Ltd,Manual,CON630,Active,2024-12-31 00:00:00,88391,Paid,Manual invoice for adhoc work
INV04715,2024-03-08,GHI Corp,Manual,CON763,Expired,2024-03-15 00:00:00,66170,Pending,High value client
INV04716,2024-01-30,PQR Inc,Auto,CON148,Active,2024-12-31 00:00:00,81860,Pending,Manual invoice for adhoc work
INV04717,2024-03-09,XYZ Ltd,Manual,CON531,Expired,2024-03-15 00:00:00,30161,Pending,Recurring billing
INV04718,2024-02-21,XYZ Ltd,Manual,CON146,Expiring,2024-03-31 00:00:00,25771,Paid,High value client
INV04719,2024-03-27,LMN Pvt,Auto,,No Contract,,92719,Pending,High value client
INV04720,2024-01-16,LMN Pvt,Auto,CON665,Active,2024-12-31 00:00:00,51607,Overdue,Urgent invoice
INV04721,2024-02-22,XYZ Ltd,Manual,CON623,Expiring,2024-03-31 00:00:00,11365,Overdue,Late payment expected
INV04722,2024-02-06,PQR Inc,Auto,,No Contract,,81496,Pending,Late payment expected
INV04723,2024-02-12,ABC Corp,Auto,CON643,Expiring,2024-03-31 00:00:00,72181,Overdue,Adjustment entry
INV04724,2024-01-10,GHI Corp,Auto,CON707,Expiring,2024-03-31 00:00:00,21672,Overdue,Urgent invoice
INV04725,2024-02-16,LMN Pvt,Manual,CON742,Active,2024-12-31 00:00:00,27993,Overdue,Urgent invoice
INV04726,2024-02-01,ABC Corp,Manual,CON760,Expired,2024-03-15 00:00:00,44821,Paid,Contract billing
INV04727,2024-01-26,DEF Ltd,Manual,,No Contract,,40992,Pending,Urgent invoice
INV04728,2024-03-03,XYZ Ltd,Auto,CON946,Expiring,2024-03-31 00:00:00,92168,Overdue,Recurring billing
INV04729,2024-02-07,LMN Pvt,Auto,CON167,Expiring,2024-03-31 00:00:00,62215,Overdue,Adjustment entry
INV04730,2024-01-05,PQR Inc,Auto,CON131,Expired,2024-03-15 00:00:00,67278,Pending,Auto-generated from system
INV04731,2024-01-25,PQR Inc,Manual,CON329,Active,2024-12-31 00:00:00,30881,Pending,Recurring billing
INV04732,2024-01-15,DEF Ltd,Manual,CON268,Active,2024-12-31 00:00:00,63787,Pending,Recurring billing
INV04733,2024-01-17,ABC Corp,Auto,CON413,Expiring,2024-03-31 00:00:00,75768,Pending,High value client
INV04734,2024-02-11,PQR Inc,Auto,CON657,Active,2024-12-31 00:00:00,77658,Overdue,Contract billing
INV04735,2024-01-23,ABC Corp,Auto,CON249,Active,2024-12-31 00:00:00,10159,Pending,Contract billing
INV04736,2024-03-22,GHI Corp,Manual,CON577,Expired,2024-03-15 00:00:00,70729,Pending,Late payment expected
INV04737,2024-02-13,ABC Corp,Auto,,No Contract,,89569,Paid,Manual invoice for adhoc work
INV04738,2024-03-27,PQR Inc,Manual,,No Contract,,22620,Overdue,High value client
INV04739,2024-03-19,LMN Pvt,Manual,,No Contract,,36046,Overdue,Urgent invoice
INV04740,2024-01-23,DEF Ltd,Auto,CON781,Expiring,2024-03-31 00:00:00,63130,Paid,Adjustment entry
INV04741,2024-01-22,GHI Corp,Auto,,No Contract,,34229,Paid,Manual invoice for adhoc work
INV04742,2024-01-22,GHI Corp,Auto,CON263,Active,2024-12-31 00:00:00,56935,Pending,Manual invoice for adhoc work
INV04743,2024-03-04,DEF Ltd,Auto,,No Contract,,27879,Overdue,Manual invoice for adhoc work
INV04744,2024-01-20,GHI Corp,Auto,CON286,Expiring,2024-03-31 00:00:00,68514,Pending,Recurring billing
INV04745,2024-03-16,ABC Corp,Auto,CON621,Active,2024-12-31 00:00:00,96000,Paid,Adjustment entry
INV04746,2024-01-29,XYZ Ltd,Manual,CON588,Expiring,2024-03-31 00:00:00,19176,Pending,Urgent invoice
INV04747,2024-02-12,DEF Ltd,Manual,CON252,Expired,2024-03-15 00:00:00,69843,Pending,Urgent invoice
INV04748,2024-03-29,GHI Corp,Auto,CON854,Active,2024-12-31 00:00:00,54945,Paid,High value client
INV04749,2024-03-03,LMN Pvt,Manual,CON390,Active,2024-12-31 00:00:00,21104,Paid,Contract billing
INV04750,2024-01-05,DEF Ltd,Manual,CON870,Active,2024-12-31 00:00:00,97226,Paid,High value client
INV04751,2024-03-21,LMN Pvt,Auto,CON410,Active,2024-12-31 00:00:00,70737,Overdue,Contract billing
INV04752,2024-02-13,ABC Corp,Auto,,No Contract,,38733,Paid,Contract billing
INV04753,2024-02-19,XYZ Ltd,Auto,,No Contract,,53851,Pending,Auto-generated from system
INV04754,2024-03-24,DEF Ltd,Manual,CON568,Expiring,2024-03-31 00:00:00,55832,Overdue,High value client
INV04755,2024-01-30,GHI Corp,Manual,CON142,Expiring,2024-03-31 00:00:00,95480,Pending,Adjustment entry
INV04756,2024-03-26,ABC Corp,Manual,,No Contract,,77785,Overdue,Manual invoice for adhoc work
INV04757,2024-03-11,GHI Corp,Manual,CON600,Expiring,2024-03-31 00:00:00,25653,Pending,Recurring billing
INV04758,2024-02-29,XYZ Ltd,Auto,CON677,Expired,2024-03-15 00:00:00,64850,Paid,Late payment expected
INV04759,2024-02-09,PQR Inc,Manual,CON730,Expiring,2024-03-31 00:00:00,69610,Paid,Auto-generated from system
INV04760,2024-03-02,GHI Corp,Auto,CON175,Expiring,2024-03-31 00:00:00,88110,Paid,Recurring billing
INV04761,2024-03-07,GHI Corp,Auto,,No Contract,,73399,Pending,High value client
